model_id,test_epoch,train_rows,test_rows
dq2_market_hgb_30m_l7_r5,18,4642,1799
dq2_market_hgb_30m_l7_r5,19,5055,732
dq2_market_hgb_30m_l7_r5,20,5215,528
dq2_market_hgb_30m_l7_r5,21,5302,230
dq2_market_hgb_30m_l7_r5,22,5357,130
dq2_market_hgb_30m_l15_r10,8,771,1449
dq2_market_hgb_30m_l15_r10,9,1070,1602
dq2_market_hgb_30m_l15_r10,10,1441,1629
dq2_market_hgb_30m_l15_r10,11,1819,1748
dq2_market_hgb_30m_l15_r10,12,2229,1645
dq2_market_hgb_30m_l15_r10,13,2612,1876
dq2_market_hgb_30m_l15_r10,14,3032,1640
dq2_market_hgb_30m_l15_r10,15,3409,1808
dq2_market_hgb_30m_l15_r10,16,3830,1872
dq2_market_hgb_30m_l15_r10,17,4247,1810
dq2_market_hgb_30m_l15_r10,18,4642,1799
dq2_market_hgb_30m_l15_r10,19,5055,732
dq2_market_hgb_30m_l15_r10,20,5215,528
dq2_market_hgb_30m_l15_r10,21,5302,230
dq2_market_hgb_30m_l15_r10,22,5357,130
dq2_market_hgb_30m_l31_r20,8,771,1449
dq2_market_hgb_30m_l31_r20,9,1070,1602
dq2_market_hgb_30m_l31_r20,10,1441,1629
dq2_market_hgb_30m_l31_r20,11,1819,1748
dq2_market_hgb_30m_l31_r20,12,2229,1645
dq2_market_hgb_30m_l31_r20,13,2612,1876
dq2_market_hgb_30m_l31_r20,14,3032,1640
dq2_market_hgb_30m_l31_r20,15,3409,1808
dq2_market_hgb_30m_l31_r20,16,3830,1872
dq2_market_hgb_30m_l31_r20,17,4247,1810
dq2_market_hgb_30m_l31_r20,18,4642,1799
dq2_market_hgb_30m_l31_r20,19,5055,732
dq2_market_hgb_30m_l31_r20,20,5215,528
dq2_market_hgb_30m_l31_r20,21,5302,230
dq2_market_hgb_30m_l31_r20,22,5357,130
dq2_winprob_market_only_c0.01,8,3290,1449
dq2_winprob_market_only_c0.01,9,4739,1602
dq2_winprob_market_only_c0.01,10,6341,1629
dq2_winprob_market_only_c0.01,11,7970,1748
dq2_winprob_market_only_c0.01,12,9718,1645
dq2_winprob_market_only_c0.01,13,11363,1876
dq2_winprob_market_only_c0.01,14,13239,1640
dq2_winprob_market_only_c0.01,15,14879,1808
dq2_winprob_market_only_c0.01,16,16687,1872
dq2_winprob_market_only_c0.01,17,18559,1810
dq2_winprob_market_only_c0.01,18,20369,1799
dq2_winprob_market_only_c0.01,19,22168,732
dq2_winprob_market_only_c0.01,20,22900,528
dq2_winprob_market_only_c0.01,21,23428,230
dq2_winprob_market_only_c0.01,22,23658,130
dq2_winprob_market_only_c0.1,8,3290,1449
dq2_winprob_market_only_c0.1,9,4739,1602
dq2_winprob_market_only_c0.1,10,6341,1629
dq2_winprob_market_only_c0.1,11,7970,1748
dq2_winprob_market_only_c0.1,12,9718,1645
dq2_winprob_market_only_c0.1,13,11363,1876
dq2_winprob_market_only_c0.1,14,13239,1640
dq2_winprob_market_only_c0.1,15,14879,1808
dq2_winprob_market_only_c0.1,16,16687,1872
dq2_winprob_market_only_c0.1,17,18559,1810
dq2_winprob_market_only_c0.1,18,20369,1799
dq2_winprob_market_only_c0.1,19,22168,732
dq2_winprob_market_only_c0.1,20,22900,528
dq2_winprob_market_only_c0.1,21,23428,230
dq2_winprob_market_only_c0.1,22,23658,130
dq2_winprob_market_only_c1,8,3290,1449
dq2_winprob_market_only_c1,9,4739,1602
dq2_winprob_market_only_c1,10,6341,1629
dq2_winprob_market_only_c1,11,7970,1748
dq2_winprob_market_only_c1,12,9718,1645
dq2_winprob_market_only_c1,13,11363,1876
dq2_winprob_market_only_c1,14,13239,1640
dq2_winprob_market_only_c1,15,14879,1808
dq2_winprob_market_only_c1,16,16687,1872
dq2_winprob_market_only_c1,17,18559,1810
dq2_winprob_market_only_c1,18,20369,1799
dq2_winprob_market_only_c1,19,22168,732
dq2_winprob_market_only_c1,20,22900,528
dq2_winprob_market_only_c1,21,23428,230
dq2_winprob_market_only_c1,22,23658,130
dq2_winprob_market_only_c10,8,3290,1449
dq2_winprob_market_only_c10,9,4739,1602
dq2_winprob_market_only_c10,10,6341,1629
dq2_winprob_market_only_c10,11,7970,1748
dq2_winprob_market_only_c10,12,9718,1645
dq2_winprob_market_only_c10,13,11363,1876
dq2_winprob_market_only_c10,14,13239,1640
dq2_winprob_market_only_c10,15,14879,1808
dq2_winprob_market_only_c10,16,16687,1872
dq2_winprob_market_only_c10,17,18559,1810
dq2_winprob_market_only_c10,18,20369,1799
dq2_winprob_market_only_c10,19,22168,732
dq2_winprob_market_only_c10,20,22900,528
dq2_winprob_market_only_c10,21,23428,230
dq2_winprob_market_only_c10,22,23658,130
dq2_winprob_market_plus_dq_c0.01,8,3290,1449
dq2_winprob_market_plus_dq_c0.01,9,4739,1602
dq2_winprob_market_plus_dq_c0.01,10,6341,1629
dq2_winprob_market_plus_dq_c0.01,11,7970,1748
dq2_winprob_market_plus_dq_c0.01,12,9718,1645
dq2_winprob_market_plus_dq_c0.01,13,11363,1876
dq2_winprob_market_plus_dq_c0.01,14,13239,1640
dq2_winprob_market_plus_dq_c0.01,15,14879,1808
dq2_winprob_market_plus_dq_c0.01,16,16687,1872
dq2_winprob_market_plus_dq_c0.01,17,18559,1810
dq2_winprob_market_plus_dq_c0.01,18,20369,1799
dq2_winprob_market_plus_dq_c0.01,19,22168,732
dq2_winprob_market_plus_dq_c0.01,20,22900,528
dq2_winprob_market_plus_dq_c0.01,21,23428,230
dq2_winprob_market_plus_dq_c0.01,22,23658,130
dq2_winprob_market_plus_dq_c0.1,8,3290,1449
dq2_winprob_market_plus_dq_c0.1,9,4739,1602
dq2_winprob_market_plus_dq_c0.1,10,6341,1629
dq2_winprob_market_plus_dq_c0.1,11,7970,1748
dq2_winprob_market_plus_dq_c0.1,12,9718,1645
dq2_winprob_market_plus_dq_c0.1,13,11363,1876
dq2_winprob_market_plus_dq_c0.1,14,13239,1640
dq2_winprob_market_plus_dq_c0.1,15,14879,1808
dq2_winprob_market_plus_dq_c0.1,16,16687,1872
dq2_winprob_market_plus_dq_c0.1,17,18559,1810
dq2_winprob_market_plus_dq_c0.1,18,20369,1799
dq2_winprob_market_plus_dq_c0.1,19,22168,732
dq2_winprob_market_plus_dq_c0.1,20,22900,528
dq2_winprob_market_plus_dq_c0.1,21,23428,230
dq2_winprob_market_plus_dq_c0.1,22,23658,130
dq2_winprob_market_plus_dq_c1,8,3290,1449
dq2_winprob_market_plus_dq_c1,9,4739,1602
dq2_winprob_market_plus_dq_c1,10,6341,1629
dq2_winprob_market_plus_dq_c1,11,7970,1748
dq2_winprob_market_plus_dq_c1,12,9718,1645
dq2_winprob_market_plus_dq_c1,13,11363,1876
dq2_winprob_market_plus_dq_c1,14,13239,1640
dq2_winprob_market_plus_dq_c1,15,14879,1808
dq2_winprob_market_plus_dq_c1,16,16687,1872
dq2_winprob_market_plus_dq_c1,17,18559,1810
dq2_winprob_market_plus_dq_c1,18,20369,1799
dq2_winprob_market_plus_dq_c1,19,22168,732
dq2_winprob_market_plus_dq_c1,20,22900,528
dq2_winprob_market_plus_dq_c1,21,23428,230
dq2_winprob_market_plus_dq_c1,22,23658,130
dq2_winprob_market_plus_dq_c10,8,3290,1449
dq2_winprob_market_plus_dq_c10,9,4739,1602
dq2_winprob_market_plus_dq_c10,10,6341,1629
dq2_winprob_market_plus_dq_c10,11,7970,1748
dq2_winprob_market_plus_dq_c10,12,9718,1645
dq2_winprob_market_plus_dq_c10,13,11363,1876
dq2_winprob_market_plus_dq_c10,14,13239,1640
dq2_winprob_market_plus_dq_c10,15,14879,1808
dq2_winprob_market_plus_dq_c10,16,16687,1872
dq2_winprob_market_plus_dq_c10,17,18559,1810
dq2_winprob_market_plus_dq_c10,18,20369,1799
dq2_winprob_market_plus_dq_c10,19,22168,732
dq2_winprob_market_plus_dq_c10,20,22900,528
dq2_winprob_market_plus_dq_c10,21,23428,230
dq2_winprob_market_plus_dq_c10,22,23658,130
