scenario,latency_seconds,friction_bps,min_entry_price,max_entry_price,max_spread,period,signal_id,family,threshold_quantile,threshold,orientation,horizon,trades,games,pnl,mean_return,median_return,win_rate,max_drawdown,profit_factor,mean_fair_markout,median_weekly_score,mean_weekly_score,mean_weekly_pnl,positive_weeks,weeks
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,prior_sq_process_adjustment_ewm5,PRIOR_SQ_EPA,0.8,0.628218750930896,-1,30m,199,69,24.327640765558208,0.01222494510832072,-0.0892105263157894,0.4371859296482412,106.74469445614177,1.0551032034770167,0.011685746150651807,9.800210295424773,-19.64964026168258,4.8655281531116445,3,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,baseline_cumulative_epa,BASELINE,0.8,14.412759758532047,-1,30m,42,28,29.78310761181605,0.07091216098051434,-0.2531481481481482,0.3333333333333333,52.99674794982592,1.2087145322431767,0.020592452418735037,-18.07098560354374,-5.743017480524761,5.956621522363212,2,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,baseline_cumulative_epa,BASELINE,0.7,10.731233805418007,1,settle,53,53,39.30462644885252,0.07415967254500475,0.13136363636363646,0.7547169811320755,54.31190473111957,1.3008390849510334,0.02108022665473382,-1.4682339176249322,-1.7956834938217896,7.860925289770501,4,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,baseline_net_yards_007,BASELINE,0.9,7.385,-1,5m,32,14,8.045127000483266,0.02514102187651021,-0.01563950198075836,0.34375,10.01216830888152,1.4181904236434495,0.002391419214100148,-1.9678730057134048,0.48171269773032144,1.6090254000966535,1,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,p11_v2_exact,P11_V2_EXACT,0.6,0.3359957097075061,-1,settle,66,66,-61.52421482737352,-0.09321850731420228,0.06454930221917177,0.6363636363636364,113.18670221404754,0.7449244824735758,-0.03336807598129561,-8.00202628587383,-29.96505676814308,-12.304842965474702,3,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,baseline_current_dq_cumulative,BASELINE,0.8,6.122135242000772,1,15m,46,29,-75.05678467658045,-0.16316692320995746,-0.3161111111111111,0.34782608695652173,79.37261633947091,0.5680768334966614,-0.011047852133262691,-26.700210084033618,-26.850914646702215,-15.011356935316092,1,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,p11_v2_exact,P11_V2_EXACT,0.9,0.7779313984309322,-1,15m,13,9,-6.868666961476745,-0.05283589970366727,-0.015526315789473718,0.46153846153846156,6.496086316315454,0.22104758311016562,-0.022536686701701374,-1.2717564693371155,-1.8325506276915313,-1.373733392295349,0,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,p11_v2_exact,P11_V2_EXACT,0.8,0.5741461803163885,-1,30m,40,29,-12.219300664634147,-0.030548251661585375,0.006108622620380815,0.525,28.1351685483189,0.7198448962032666,-0.005277345810588248,-3.2211778323539675,-5.4163895583281505,-2.4438601329268295,2,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,p11_v2_exact,P11_V2_EXACT,0.9,0.7779313984309322,-1,5m,20,10,-5.388664165641527,-0.026943320828207634,-0.01605276013678558,0.25,5.231137283921097,0.3590459885528594,-0.0005399249142260532,-1.431726139029511,-1.6053892747254743,-1.0777328331283054,0,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,baseline_net_yards_007,BASELINE,0.9,7.385,-1,30m,12,10,-8.723546574360899,-0.0726962214530075,-0.03579230333899269,0.5,12.319172253129425,0.4944731602096514,-0.03157998521212073,-0.8413912814373501,-2.8733930048559957,-1.7447093148721797,3,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,baseline_current_dq_cumulative,BASELINE,0.85,6.962058824045694,1,30m,14,12,-8.68936945407534,-0.062066924671966686,-0.526978021978022,0.2857142857142857,41.435906250612135,0.8658756208416358,0.005596421078175754,-2.0500000000000007,-6.784405692346868,-1.7378738908150673,2,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,tweak_process_outcome_agreement,DQ2_TWEAK_AGREEMENT,0.8,1.5641421815391412,1,settle,74,74,208.70254927254524,0.282030471989926,-1.005,0.4594594594594595,69.11606292992522,1.5191605703297144,0.06518099664136169,4.246525550472935,22.875843817551633,41.74050985450905,3,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,tweak_process_outcome_ensemble,DQ2_TWEAK_ENSEMBLE,0.85,1.5079970473606323,1,settle,74,74,180.66888191626833,0.2441471377246869,-1.005,0.4594594594594595,79.58021234640026,1.4494250793937025,0.05059394760612558,-27.012644312291876,16.22269540464875,36.13377638325366,2,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,tweak_process_uncertainty_scaled,DQ2_TWEAK_PRICE_AWARE,0.6,0.4255413557822185,1,settle,76,76,49.96323169453035,0.06574109433490834,-1.005,0.4605263157894737,97.8917721518987,1.1212552643963847,0.021511874903732905,-86.04868615986051,-22.814731606835927,9.992646338906072,2,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.8,1.3042297086372814,-1,settle,46,46,72.80118416185307,0.1582634438301154,-1.005,0.2608695652173913,143.50655737704923,1.2130558506346298,-0.014784356643597703,-38.34078844652613,-14.23628097429982,14.560236832370611,2,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,tweak_process_epa_ensemble,DQ2_TWEAK_ENSEMBLE,0.8,0.9452602120503795,1,settle,74,74,114.48504612871865,0.1547095217955657,0.05323068309070545,0.5135135135135135,63.09149772263516,1.3164318577355405,0.04081583773722777,-3.292429673401063,6.394993538866825,22.897009225743727,3,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,tweak_outcome_remaining_time_scaled,DQ2_TWEAK_TIME_AWARE,0.9,0.1955260315222922,-1,settle,67,67,191.14422802897627,0.2852898925805616,0.070268817204301,0.5970149253731343,57.846974439228035,1.7044194878532382,0.05769809121924819,-7.608467119364116,21.31620882526976,38.22884560579526,3,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,tweak_market_uncertainty_scaled,DQ2_TWEAK_PRICE_AWARE,0.85,1.1654701584764322,-1,30m,77,50,3.6656387619628195,0.004760569820730935,-0.005,0.4805194805194805,37.46479336628816,1.0296082880705109,0.008088760124938,-19.904760064279277,-7.156702201051713,0.7331277523925621,2,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,tweak_process_outcome_epa_ensemble,DQ2_TWEAK_ENSEMBLE,0.6,0.5590538939184704,1,settle,78,78,59.97304202116078,0.07688851541174455,-1.005,0.44871794871794873,89.66981476955515,1.1387782992506321,0.014062737478764912,-13.07319082039692,-11.56014247533768,11.994608404232146,3,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.85,1.5000079826371508,1,5m,74,35,-0.6753497568748537,-0.0009126348065876443,-0.01816017316017315,0.3783783783783784,12.990229665542339,0.9781141348181828,0.013230840754437067,0.6467872894802669,-2.385500088754278,-0.1350699513749707,3,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.7,1.1083703175196418,-1,30m,76,53,11.776627102646884,0.01549556197716689,-0.20500000000000002,0.3026315789473684,76.74208959020403,1.055915941924472,-0.0074057572621747435,-1.1922082128092653,-12.080478872609575,2.355325420529374,3,5
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,dq2_outcome_hgb_l15_r10_surprise_ewm10,DQ2_EPA_HGB,0.6,0.0808722506529674,1,settle,12,12,2.970388295714219,0.024753235797618494,0.1905291454442558,0.5833333333333334,27.959115179252475,1.0591122048898354,0.08854605291127056,-6.717934782608694,-3.026152926071444,0.7425970739285557,2,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,dq2_outcome_hgb_l7_r5_surprise_ewm5,DQ2_EPA_HGB,0.7,0.1476416999738668,1,settle,12,12,-5.042679564552278,-0.04202232970460229,-0.46736559139784944,0.5,45.50297482837527,0.916373473224672,0.029266295344394743,-6.717934782608694,-6.285669891138069,-1.2606698911380692,2,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,dq2_outcome_hgb_l7_r5_surprise_ewm10,DQ2_EPA_HGB,0.6,0.0875126599862819,1,settle,12,12,-31.81485066375341,-0.2651237555312784,-1.005,0.4166666666666667,45.50297482837527,0.5477633167909961,-0.060992602514387206,-13.255937917689064,-12.978712665938353,-7.953712665938353,1,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,p11_cvw0.5_k3_c0.1_tnone,P11_V2_GRID,0.6,3.1930212085612006,1,settle,12,12,-52.31113453896682,-0.4359261211580568,-1.005,0.3333333333333333,52.21113453896682,0.34936399827155684,-0.07695416448198372,-21.13056726948341,-19.359033634741703,-13.077783634741706,0,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,p11_cvw0.5_k3_c0.1_tremaining_linear,P11_V2_GRID,0.6,0.15965106042806,1,settle,12,12,-52.31113453896682,-0.4359261211580568,-1.005,0.3333333333333333,52.21113453896682,0.34936399827155684,-0.07695416448198372,-21.13056726948341,-19.359033634741703,-13.077783634741706,0,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,p11_cvw0.5_k3_c0.1_telapsed_sqrt,P11_V2_GRID,0.6,3.1828501141215737,1,settle,12,12,-51.9029712736607,-0.43252476061383915,-1.005,0.3333333333333333,52.211134538966824,0.35444065580024003,-0.0769243260995127,-20.92648563683035,-19.256992818415174,-12.975742818415174,0,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,p11_cvw0.5_k3_c0.1_tp11_cosine,P11_V2_GRID,0.6,0.3221907791020931,1,settle,12,12,-52.31113453896682,-0.4359261211580568,-1.005,0.3333333333333333,52.21113453896682,0.34936399827155684,-0.07675002938118712,-21.13056726948341,-19.359033634741703,-13.077783634741706,0,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,dq2_process_hgb_l15_r10_surprise_ewm5,DQ2_EPA_HGB,0.8,0.5176337005850116,-1,settle,12,12,34.407864412898746,0.2867322034408229,0.4339233954451347,0.75,10.049999999999999,2.1412227002619812,0.17744049016316274,9.27268152539892,7.345716103224686,8.601966103224685,3,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,dq2_process_hgb_l7_r5_surprise_ewm10,DQ2_EPA_HGB,0.6,0.2542854895101879,1,settle,12,12,-1.2926089363745383,-0.01077174113645448,-0.46736559139784944,0.5,28.51086956521739,0.9785636992309366,0.05518941208094269,-6.717934782608694,-6.6044022340936355,-0.32315223409363547,2,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,dq2_market_hgb_15m_l7_r5,DQ2_MARKET_HGB,0.8,0.0398489669697667,-1,30m,7,6,-2.0664085622950785,-0.029520122318501128,-0.028255813953488414,0.42857142857142855,2.3416666666666663,0.7530089603011215,0.0046650189139693975,0.02602862254025068,-0.809310473907103,-0.5166021405737696,2,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,dq2_market_hgb_15m_l7_r5,DQ2_MARKET_HGB,0.85,0.0461950882524378,-1,30m,4,4,-7.018162393162392,-0.1754540598290598,-0.17513888888888884,0.25,3.502777777777777,0.04550870361221715,-0.06656351799747709,0.0,-2.19238782051282,-1.754540598290598,1,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,dq2_market_hgb_15m_l15_r10,DQ2_MARKET_HGB,0.95,0.0855382209696666,-1,5m,0,0,0.0,,,,0.0,,,0.0,0.0,0.0,0,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,dq2_market_hgb_15m_l31_r20,DQ2_MARKET_HGB,0.7,0.0415017778949682,1,settle,12,12,18.595465204679783,0.15496221003899813,0.4692524916943521,0.5833333333333334,39.49132379248657,1.3700590090483538,0.11097871843519025,-7.972115384615384,0.8801163011699438,4.648866301169944,1,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,prior_sq_process_adjustment_ewm5,PRIOR_SQ_EPA,0.8,0.628218750930896,-1,30m,36,12,-9.02463387668806,-0.025068427435244612,-0.005,0.4722222222222222,30.30542367512492,0.828248771239696,0.0016492704682024195,-1.9289296487825907,-6.709854622006017,-2.2561584691720165,2,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,baseline_cumulative_epa,BASELINE,0.8,14.412759758532047,-1,30m,8,5,-16.095767195767195,-0.20119708994708996,-0.10222222222222221,0.5,13.231481481481485,0.3746068293485187,-0.019906200432767068,-1.4089285714285718,-6.296626984126984,-4.0239417989418,1,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,baseline_cumulative_epa,BASELINE,0.7,10.731233805418007,1,settle,9,9,6.328994150185691,0.07032215722428548,0.2937012987012987,0.7777777777777778,10.049999999999999,1.3148753308550096,0.045919662371095064,2.774675324675325,1.5822485375464228,1.5822485375464228,3,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,baseline_net_yards_007,BASELINE,0.9,7.385,-1,5m,9,3,-1.7124344552106285,-0.019027049502340316,-0.005,0.3333333333333333,2.8859651666556134,0.41995501792039514,0.00026190166957747635,-0.012986879022940018,-0.5538699125863081,-0.42810861380265697,1,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,p11_v2_exact,P11_V2_EXACT,0.6,0.3359957097075061,-1,settle,10,10,4.888327639648172,0.04888327639648173,0.16554580100721372,0.7,20.099999999999998,1.1621335867213323,0.030393758325540848,-1.064699208169199,-0.03416809008795699,1.2220819099120428,2,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,baseline_current_dq_cumulative,BASELINE,0.8,6.122135242000772,1,15m,7,3,-27.438980463980464,-0.3919854351997209,-0.2907142857142857,0.0,25.16675824175824,0.0,-0.02123928036719776,-5.161111111111111,-8.993089896214896,-6.859745115995116,0,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,p11_v2_exact,P11_V2_EXACT,0.9,0.7779313984309322,-1,15m,9,2,-7.141633486949785,-0.07935148318833096,-0.01598901098901095,0.2222222222222222,7.71182603508682,0.08579204722773703,-0.05348270302028256,0.0,-2.7077199594566324,-1.7854083717374465,1,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,p11_v2_exact,P11_V2_EXACT,0.8,0.5741461803163885,-1,30m,8,3,-11.72398254189947,-0.1465497817737434,-0.0593478260869566,0.25,12.406306482568432,0.090535915243618,-0.10593802649372414,-1.6844950705480635,-4.046429468183982,-2.9309956354748676,0,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,p11_v2_exact,P11_V2_EXACT,0.9,0.7779313984309322,-1,5m,14,2,-1.790919323934381,-0.012792280885245578,-0.005,0.2857142857142857,2.2512278793341007,0.28213327176964514,0.0027944092902233353,-0.1466760230727533,-0.731168199621288,-0.4477298309835952,0,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,baseline_net_yards_007,BASELINE,0.9,7.385,-1,30m,3,2,-2.1338725347323426,-0.07112908449107809,-0.03833333333333332,0.3333333333333333,0.3833333333333333,0.14237826187120026,-0.032698210353026926,-0.01453900709219852,-0.5334681336830857,-0.5334681336830857,0,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,baseline_current_dq_cumulative,BASELINE,0.85,6.962058824045694,1,30m,4,2,-9.90405982905983,-0.24760149572649576,-0.16311965811965812,0.5,15.359615384615386,0.3551882920857504,-0.015816467748406712,0.0,-4.395966880341881,-2.4760149572649572,1,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,tweak_process_outcome_agreement,DQ2_TWEAK_AGREEMENT,0.8,1.5641421815391412,1,settle,12,12,14.064358047454467,0.11720298372878724,-1.005,0.4166666666666667,40.19999999999999,1.1999198016695731,0.030335330009891904,6.552906976744187,-0.25266048813638653,3.516089511863614,2,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,tweak_process_outcome_ensemble,DQ2_TWEAK_ENSEMBLE,0.85,1.5079970473606323,1,settle,12,12,-7.452325471251298,-0.06210271226042748,-1.005,0.3333333333333333,48.610869565217385,0.9073093846859291,-0.03978056740081323,-6.717934782608694,-6.888081367812827,-1.8630813678128266,2,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,tweak_process_uncertainty_scaled,DQ2_TWEAK_PRICE_AWARE,0.6,0.4255413557822185,1,settle,12,12,-40.14215929547996,-0.33451799412899974,-1.005,0.4166666666666667,41.85686517783291,0.4293936134260132,-0.07374658464542398,-16.791666666666664,-17.57303982386999,-10.03553982386999,0,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.8,1.3042297086372814,-1,settle,7,7,-16.352805049088353,-0.23361150070126216,-1.005,0.2857142857142857,38.56086956521739,0.6745710437992367,-0.05628644515575217,-11.50846774193548,-9.113201262272087,-4.088201262272088,1,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,tweak_process_epa_ensemble,DQ2_TWEAK_ENSEMBLE,0.8,0.9452602120503795,1,settle,12,12,-38.50460120807326,-0.32087167673394384,-1.005,0.3333333333333333,45.37462686567164,0.52108704965083,-0.1250084967212579,-7.612313432835821,-14.651150302018317,-9.626150302018317,1,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,tweak_outcome_remaining_time_scaled,DQ2_TWEAK_TIME_AWARE,0.9,0.1955260315222922,-1,settle,11,11,23.9408950328773,0.21764450029888452,0.32833333333333325,0.6363636363636364,20.099999999999994,1.5955446525591366,0.055721555114440637,9.004378221337092,2.2164737582193252,5.985223758219324,3,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,tweak_market_uncertainty_scaled,DQ2_TWEAK_PRICE_AWARE,0.85,1.1654701584764322,-1,30m,12,8,-22.40886865677314,-0.18674057213977616,-0.2405510752688172,0.4166666666666667,19.979291091481294,0.21214619373712965,-0.06313482536163433,-3.5149077548467784,-7.7829618839617805,-5.602217164193286,2,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,tweak_process_outcome_epa_ensemble,DQ2_TWEAK_ENSEMBLE,0.6,0.5590538939184704,1,settle,12,12,-2.222970281103006,-0.01852475234252504,-0.46736559139784944,0.5,48.610869565217385,0.9631348212089053,0.04971168667931544,-6.717934782608694,-5.580742570275753,-0.5557425702757524,2,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.85,1.5000079826371508,1,5m,13,5,-7.326590988693634,-0.05635839222072027,-0.055847457627118506,0.23076923076923078,7.4194481315507765,0.17373006873061914,-0.023885112300336558,-1.9491600790513828,-2.5149499757384683,-1.8316477471734085,0,4
FEE_50BPS,60,50.0,0.05,0.95,0.1,POSTSEASON_FINAL_AUDIT,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.7,1.1083703175196418,-1,30m,12,7,-13.510934804599497,-0.1125911233716625,-0.08978513356562134,0.3333333333333333,12.351026970498118,0.40453751000502913,-0.03231877995758735,-4.014112903225806,-4.666492162179186,-3.377733701149875,1,4
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,dq2_outcome_hgb_l15_r10_surprise_ewm10,DQ2_EPA_HGB,0.6,0.0808722506529674,1,settle,78,78,48.043589235045744,0.06159434517313557,-1.01,0.48717948717948717,71.60916695686053,1.1189197753342714,0.0341372183638056,-20.455549713304297,-10.101869041219377,9.60871784700915,3,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,dq2_outcome_hgb_l7_r5_surprise_ewm5,DQ2_EPA_HGB,0.7,0.1476416999738668,1,settle,78,78,39.04849498333136,0.05006217305555305,-1.01,0.44871794871794873,163.71865555827816,1.0899113400491163,0.015233396934444633,-21.448432843323143,-17.937221379178617,7.80969899666627,3,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,dq2_outcome_hgb_l7_r5_surprise_ewm10,DQ2_EPA_HGB,0.6,0.0875126599862819,1,settle,78,78,93.20553059652933,0.1194942699955504,0.059549302219171776,0.5256410256410257,107.00639764075709,1.2494127123268106,0.04811098527685571,-7.036434071211541,-2.4729267018807084,18.641106119305864,4,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,p11_cvw0.5_k3_c0.1_tnone,P11_V2_GRID,0.6,3.1930212085612006,1,settle,74,74,26.125960146659864,0.035305351549540356,-1.01,0.4594594594594595,69.0658429928323,1.0646682181848015,0.03156538964079122,-2.937206518088873,-15.199677953520375,5.225192029331973,3,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,p11_cvw0.5_k3_c0.1_tremaining_linear,P11_V2_GRID,0.6,0.15965106042806,1,settle,74,74,26.125960146659864,0.035305351549540356,-1.01,0.4594594594594595,69.0658429928323,1.0646682181848015,0.03156538964079122,-2.937206518088873,-15.199677953520375,5.225192029331973,3,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,p11_cvw0.5_k3_c0.1_telapsed_sqrt,P11_V2_GRID,0.6,3.1828501141215737,1,settle,74,74,35.17573390231597,0.04753477554367024,-1.01,0.4594594594594595,69.0658429928323,1.0870686482730592,0.032497965236690234,-2.0168057537732977,-13.389723202389154,7.0351467804631955,3,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,p11_cvw0.5_k3_c0.1_tp11_cosine,P11_V2_GRID,0.6,0.3221907791020931,1,settle,73,73,36.225960146659865,0.04962460294062994,-1.01,0.4657534246575342,69.0658429928323,1.0919674032664626,0.03673075921233919,-2.937206518088873,-13.179677953520379,7.245192029331972,3,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,dq2_process_hgb_l15_r10_surprise_ewm5,DQ2_EPA_HGB,0.8,0.5176337005850116,-1,settle,77,77,5.394939481314395,0.007006414910797954,0.15279069767441866,0.5974025974025974,103.3015006002679,1.017230723351371,0.0096901670532803,-20.657818980023066,-17.743694582276113,1.0789878962628812,2,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,dq2_process_hgb_l7_r5_surprise_ewm10,DQ2_EPA_HGB,0.6,0.2542854895101879,1,settle,78,78,125.56147927425266,0.1609762554798111,-0.4723655913978495,0.5,62.61818181818182,1.318764862336259,0.08947912354359713,-40.32035125307734,2.557290394561002,25.112295854850537,2,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,dq2_market_hgb_15m_l7_r5,DQ2_MARKET_HGB,0.8,0.0398489669697667,-1,30m,76,47,38.7950947224799,0.05104617726642095,-0.01,0.4868421052631579,18.64673912122217,1.468113490833931,0.023303164760886064,-2.899843010335154,2.302685542750358,7.759018944495983,3,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,dq2_market_hgb_15m_l7_r5,DQ2_MARKET_HGB,0.85,0.0461950882524378,-1,30m,51,35,38.31352167993749,0.07512455231360293,0.023333333333333435,0.5490196078431373,30.085003035382112,1.559930045226468,0.02590262146605891,2.0804867885907665,2.626901015517083,7.662704335987501,3,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,dq2_market_hgb_15m_l15_r10,DQ2_MARKET_HGB,0.95,0.0855382209696666,-1,5m,29,20,3.2114195056843684,0.011073860364428862,-0.048961038961038976,0.3448275862068966,16.89258899438962,1.1195888981150977,-0.008846637364289906,-0.3423193209573694,-1.52966536307757,0.6422839011368744,2,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,dq2_market_hgb_15m_l31_r20,DQ2_MARKET_HGB,0.7,0.0415017778949682,1,settle,69,69,-2.3158642294575067,-0.003356324970228265,-1.01,0.43478260869565216,93.00411247367768,0.9941206797932022,0.0017127522370019384,7.837088107900655,-25.60152290163286,-0.46317284589149776,3,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,prior_sq_process_adjustment_ewm5,PRIOR_SQ_EPA,0.8,0.628218750930896,-1,30m,199,69,14.377640765558215,0.007224945108320714,-0.0942105263157894,0.4371859296482412,110.1946944561418,1.032158103242616,0.011685746150651807,7.700210295424778,-22.18464026168258,2.8755281531116474,3,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,baseline_cumulative_epa,BASELINE,0.8,14.412759758532047,-1,30m,42,28,27.683107611816073,0.06591216098051443,-0.2581481481481482,0.3333333333333333,53.796747949825935,1.1921133065206493,0.020592452418735037,-18.520985603543743,-6.263017480524763,5.536621522363214,1,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,baseline_cumulative_epa,BASELINE,0.7,10.731233805418007,1,settle,53,53,36.654626448852504,0.0691596725450047,0.12636363636363646,0.7547169811320755,56.31190473111963,1.2791669950407654,0.02108022665473382,-2.293233917624949,-2.4106834938217943,7.3309252897705,4,5
FEE_100BPS,60,100.0,0.05,0.95,0.1,REG_WEEKS_14_18_CONFIRMATION,baseline_net_yards_007,BASELINE,0.9,7.385,-1,5m,32,14,6.445127000483268,0.02014102187651022,-0.02063950198075836,0.34375,11.012168308881519,1.3176824957821542,0.002391419214100148,-2.592873005713404,0.06171269773032186,1.2890254000966537,1,5
