period,signal_id,family,threshold_quantile,orientation,horizon,trades,games,pnl,mean_return,median_return,win_rate,max_drawdown,profit_factor,mean_fair_markout,bootstrap_mean_return_p025,bootstrap_mean_return_p50,bootstrap_mean_return_p975,bootstrap_probability_positive,top_game_abs_pnl_share,leave_one_game_out_min_pnl,leave_one_game_out_max_pnl,pnl_by_entry_price_bucket
REG_WEEKS_14_18_CONFIRMATION,p11_v2_exact,P11_V2_EXACT,0.6,-1,settle,66,66,-59.8742148273735,-0.09071850731420229,0.06704930221917177,0.6363636363636364,112.48670221404754,0.7511462392877244,-0.03336807598129561,-0.27216520233192704,-0.08736183219877416,0.1068468028562151,0.1776,0.04401921084376474,-78.42064339880207,-49.8492148273735,"{"".15-.35"": -41.60357142857142, "".35-.65"": 22.57529797570531, "".65-.85"": -54.59513277357248, "".85-1"": 13.749191399065081}"
POSTSEASON_FINAL_AUDIT,p11_v2_exact,P11_V2_EXACT,0.6,-1,settle,10,10,5.138327639648173,0.051383276396481735,0.16804580100721372,0.7,20.049999999999997,1.1708504618336883,0.030393758325540848,-0.45648356811244883,0.04596340308490136,0.5929551948273757,0.5692,0.2719135015337245,-12.614450138129603,15.163327639648172,"{"".35-.65"": 3.8068100358422967, "".65-.85"": 0.0018368706576579186, "".85-1"": 1.3296807331482186}"
CONFIRMATION_PLUS_FINAL,p11_v2_exact,P11_V2_EXACT,0.6,-1,settle,76,76,-54.73588718772533,-0.07202090419437546,0.072768817204301,0.6447368421052632,112.48670221404754,0.7977800417928316,-0.024978360940922397,-0.24234894146910219,-0.07286713727282536,0.11079292330696475,0.204,0.03811321555029249,-73.2823157591539,-44.71088718772533,"{"".15-.35"": -41.60357142857142, "".35-.65"": 26.38210801154761, "".65-.85"": -54.593295902914825, "".85-1"": 15.0788721322133}"
REG_WEEKS_14_18_CONFIRMATION,baseline_current_dq_cumulative,BASELINE,0.8,1,15m,46,29,-73.90678467658046,-0.16066692320995749,-0.3136111111111111,0.34782608695652173,78.44761633947094,0.5728510855412543,-0.011047852133262691,-0.345041575409,-0.1592310171946022,0.02765356480870829,0.0448,0.12713159629876547,-90.5484513432471,-50.19726086705662,"{"".15-.35"": -7.2459701318582574, "".35-.65"": -12.90593996646628, "".65-.85"": 3.708922735541403, ""0-.15"": -57.4637973137973}"
POSTSEASON_FINAL_AUDIT,baseline_current_dq_cumulative,BASELINE,0.8,1,15m,7,3,-27.26398046398046,-0.38948543519972084,-0.2882142857142857,0.0,25.01675824175824,0.0,-0.02123928036719776,-0.8025000000000001,-0.38948543519972084,-0.2247222222222221,0.0,0.623231015889508,-25.01675824175824,-10.272222222222219,"{""0-.15"": -27.263980463980463}"
CONFIRMATION_PLUS_FINAL,baseline_current_dq_cumulative,BASELINE,0.8,1,15m,53,32,-101.17076514056092,-0.19088823611426586,-0.3080555555555556,0.3018867924528302,102.39576514056093,0.49487215444257915,-0.012393889824537135,-0.3499349697624006,-0.19205041754258317,-0.017433156202936846,0.0154,0.11091661221499452,-117.81243180722755,-77.46124133103709,"{"".15-.35"": -7.2459701318582574, "".35-.65"": -12.90593996646628, "".65-.85"": 3.708922735541403, ""0-.15"": -84.72777777777776}"
REG_WEEKS_14_18_CONFIRMATION,p11_v2_exact,P11_V2_EXACT,0.9,-1,15m,13,9,-6.5436669614767435,-0.05033589970366726,-0.013026315789473717,0.46153846153846156,6.196086316315452,0.24287879024128534,-0.022536686701701374,-0.09929064828007142,-0.049388868669675706,-0.015623302341305524,0.0008,0.31143523880708773,-6.826847739508779,-4.210974653784435,"{"".35-.65"": -2.3326923076923083, "".65-.85"": 0.01601748807631287, "".85-1"": -4.226992141860748}"
POSTSEASON_FINAL_AUDIT,p11_v2_exact,P11_V2_EXACT,0.9,-1,15m,9,2,-6.916633486949786,-0.07685148318833096,-0.01348901098901095,0.2222222222222222,7.58682603508682,0.09430521853295648,-0.05348270302028256,-0.14506985403506975,-0.07685148318833096,0.008421480370092523,0.2472,0.9556200794763028,-7.253492701753487,0.3368592148037006,"{"".65-.85"": -3.880421686746987, "".85-1"": -3.036211800202799}"
CONFIRMATION_PLUS_FINAL,p11_v2_exact,P11_V2_EXACT,0.9,-1,15m,22,11,-13.46030044842653,-0.061183183856484226,-0.013257663389242334,0.36363636363636365,13.807912351402273,0.1731825516292618,-0.03519642065021186,-0.11101047432350651,-0.059476403512154837,-0.01362896674830638,0.0006,0.4809852784950769,-13.79715966323023,-6.206807746673043,"{"".35-.65"": -2.3326923076923083, "".65-.85"": -3.864404198670674, "".85-1"": -7.263203942063548}"
REG_WEEKS_14_18_CONFIRMATION,p11_v2_exact,P11_V2_EXACT,0.8,-1,30m,40,29,-11.219300664634146,-0.028048251661585366,0.008608622620380814,0.525,27.6101685483189,0.7399399874963514,-0.005277345810588248,-0.11915085345620144,-0.028556547029372315,0.06119260401844792,0.2736,0.1566860248956013,-20.98253595875179,-2.4118225238149993,"{"".15-.35"": 3.0144335511982545, "".35-.65"": -5.330735736287858, "".65-.85"": -9.304259563794727, "".85-1"": 0.40126108425018525}"
POSTSEASON_FINAL_AUDIT,p11_v2_exact,P11_V2_EXACT,0.8,-1,30m,8,3,-11.523982541899471,-0.1440497817737434,-0.0568478260869566,0.25,12.28130648256843,0.09552609989982111,-0.10593802649372414,-0.3457835820895523,-0.1440497817737434,0.01799775454403783,0.0388,0.6828136521448461,-12.063915178220604,-2.917903184574387,"{"".65-.85"": -3.4578358208955224, "".85-1"": -8.066146721003948}"
CONFIRMATION_PLUS_FINAL,p11_v2_exact,P11_V2_EXACT,0.8,-1,30m,48,32,-22.74328320653362,-0.0473818400136117,-0.0025,0.4791666666666667,27.6101685483189,0.5930144573694376,-0.022054125924444227,-0.1277170445209194,-0.04749490654071065,0.037391314430674706,0.1304,0.1303247425318186,-32.506518500651254,-13.935805065714467,"{"".15-.35"": 3.0144335511982545, "".35-.65"": -5.330735736287858, "".65-.85"": -12.762095384690248, "".85-1"": -7.664885636753763}"
REG_WEEKS_14_18_CONFIRMATION,p11_v2_exact,P11_V2_EXACT,0.9,-1,5m,20,10,-4.888664165641526,-0.024443320828207632,-0.013552760136785578,0.25,4.756137283921095,0.39137093692042385,-0.0005399249142260532,-0.05164383387839042,-0.02379580126739865,-0.004448736255333606,0.0086,0.34403299633371653,-5.349791580657423,-2.7019120288893888,"{"".35-.65"": -2.186752136752137, "".65-.85"": -0.7717408585055655, "".85-1"": -1.9301711703838231}"
POSTSEASON_FINAL_AUDIT,p11_v2_exact,P11_V2_EXACT,0.9,-1,5m,14,2,-1.4409193239343803,-0.010292280885245577,-0.0025,0.2857142857142857,1.9512278793341,0.3581021161677081,0.0027944092902233353,-0.019183107718772408,-0.010292280885245577,0.0015621548927901962,0.2482,0.9424400853571708,-1.5346486175017926,0.09372929356741189,"{"".65-.85"": -0.5319277108433729, "".85-1"": -0.908991613091008}"
CONFIRMATION_PLUS_FINAL,p11_v2_exact,P11_V2_EXACT,0.9,-1,5m,34,12,-6.3295834895759056,-0.018616422028164433,-0.013311126694717177,0.2647058823529412,6.623669511081284,0.38410413564092893,0.0008330362287825185,-0.03733673327546111,-0.01814120066254478,-0.004371993069393532,0.004,0.27387101918040696,-6.790710904591804,-4.1428313528237695,"{"".35-.65"": -2.186752136752137, "".65-.85"": -1.3036685693489383, "".85-1"": -2.8391627834748308}"
REG_WEEKS_14_18_CONFIRMATION,baseline_net_yards_007,BASELINE,0.9,-1,30m,12,10,-8.4235465743609,-0.07019622145300748,-0.03329230333899269,0.5,12.119172253129426,0.507577709871534,-0.03157998521212073,-0.25228350371412195,-0.06296907050538045,0.033177527747340965,0.1894,0.5471554464019094,-9.64624299384164,0.2581698435495472,"{"".35-.65"": 0.978138528138528, "".65-.85"": -9.359019998429707, "".85-1"": -0.04266510406971902}"
POSTSEASON_FINAL_AUDIT,baseline_net_yards_007,BASELINE,0.9,-1,30m,3,2,-2.058872534732343,-0.06862908449107809,-0.03583333333333333,0.3333333333333333,0.3583333333333334,0.1555518585890383,-0.032698210353026926,-0.20797945205479457,-0.0686290844910781,0.0010460992907801447,0.2436,0.9900405477120662,-2.079794520547946,0.020921985815602895,"{"".65-.85"": -2.079794520547946, "".85-1"": 0.020921985815602895}"
CONFIRMATION_PLUS_FINAL,baseline_net_yards_007,BASELINE,0.9,-1,30m,15,12,-10.482419109093243,-0.06988279406062162,-0.03583333333333333,0.4666666666666667,12.119172253129426,0.46366330240230597,-0.03180363024030197,-0.22613594953061741,-0.06462600047073203,0.02057205939730716,0.1108,0.48318413617207817,-11.705115528573984,-1.8007026911827957,"{"".35-.65"": 0.978138528138528, "".65-.85"": -11.438814518977653, "".85-1"": -0.021743118254116123}"
REG_WEEKS_14_18_CONFIRMATION,baseline_current_dq_cumulative,BASELINE,0.85,1,30m,14,12,-8.339369454075332,-0.05956692467196672,-0.524478021978022,0.2857142857142857,41.23590625061213,0.8707793856385764,0.005596421078175754,-0.5553084688770612,-0.09500627640333524,0.7268544590778745,0.3882,0.3630360859884216,-48.920430060135935,2.150190985485107,"{"".15-.35"": -5.546778711484594, ""0-.15"": -2.792590742590739}"
POSTSEASON_FINAL_AUDIT,baseline_current_dq_cumulative,BASELINE,0.85,1,30m,4,2,-9.80405982905983,-0.24510149572649573,-0.1606196581196581,0.5,15.309615384615386,0.3596142304847242,-0.015816467748406712,-0.40004273504273513,-0.24510149572649578,0.21972222222222232,0.2482,0.8452497404024139,-12.001282051282054,2.197222222222223,"{""0-.15"": -9.80405982905983}"
CONFIRMATION_PLUS_FINAL,baseline_current_dq_cumulative,BASELINE,0.85,1,30m,18,14,-18.143429283135163,-0.10079682935075093,-0.4860164835164835,0.3333333333333333,46.89948988919577,0.772768354297652,0.0008380013389352073,-0.49746867523233074,-0.1245225952680537,0.5272959994571512,0.3348,0.32212061799131886,-58.724489889195766,-6.142147231853109,"{"".15-.35"": -5.546778711484594, ""0-.15"": -12.596650571650569}"
REG_WEEKS_14_18_CONFIRMATION,tweak_process_outcome_agreement,DQ2_TWEAK_AGREEMENT,0.8,1,settle,74,74,210.55254927254526,0.284530471989926,-1.0025,0.4594594594594595,68.59106292992516,1.5250687014277935,0.06518099664136169,-0.1296766045058587,0.27414348266679406,0.7451759320797733,0.8964,0.07988137600088116,129.66845836345433,220.57754927254527,"{"".15-.35"": 107.77056819673456, "".35-.65"": 42.75661131320572, "".65-.85"": -20.608290570387975, "".85-1"": 3.026492500825089, ""0-.15"": 77.60716783216785}"
POSTSEASON_FINAL_AUDIT,tweak_process_outcome_agreement,DQ2_TWEAK_AGREEMENT,0.8,1,settle,12,12,14.364358047454466,0.11970298372878718,-1.0025,0.4166666666666667,40.099999999999994,1.2046933815098608,0.030335330009891904,-0.6420348837209301,0.10550358041580118,0.9986788533711052,0.604,0.21622596177727946,-19.088902822110747,24.389358047454465,"{"".15-.35"": 12.740025575447568, "".35-.65"": 1.6243324720068966}"
CONFIRMATION_PLUS_FINAL,tweak_process_outcome_agreement,DQ2_TWEAK_AGREEMENT,0.8,1,settle,86,86,224.9169073199996,0.26153128758139493,-1.0025,0.45348837209302323,68.59106292992516,1.477353228248527,0.06031881059976125,-0.08778365841795563,0.2527129444375673,0.6684608334341041,0.9192,0.06929356979270293,144.03281641090868,234.94190731999961,"{"".15-.35"": 120.51059377218212, "".35-.65"": 44.380943785212615, "".65-.85"": -20.608290570387975, "".85-1"": 3.026492500825089, ""0-.15"": 77.60716783216785}"
REG_WEEKS_14_18_CONFIRMATION,tweak_process_outcome_ensemble,DQ2_TWEAK_ENSEMBLE,0.85,1,settle,74,74,182.51888191626833,0.24664713772468688,-1.0025,0.4594594594594595,78.88021234640019,1.4551593065243602,0.05059394760612558,-0.15799444286192008,0.24468313355507773,0.7017482399959049,0.874,0.08215595698038626,101.6347910071774,192.54388191626833,"{"".15-.35"": 74.79138100461633, "".35-.65"": 45.96242526669409, "".65-.85"": -18.868584688035032, "".85-1"": 3.026492500825089, ""0-.15"": 77.60716783216785}"
POSTSEASON_FINAL_AUDIT,tweak_process_outcome_ensemble,DQ2_TWEAK_ENSEMBLE,0.85,1,settle,12,12,-7.152325471251302,-0.059602712260427536,-1.0025,0.3333333333333333,48.43586956521739,0.9108188843983628,-0.03978056740081323,-0.8213405797101448,-0.08644114489596161,0.8197506393861889,0.4242,0.21829538994596293,-40.605586340816515,2.8726745287486963,"{"".15-.35"": 2.7150255754475694, "".35-.65"": -9.867351046698872}"
CONFIRMATION_PLUS_FINAL,tweak_process_outcome_ensemble,DQ2_TWEAK_ENSEMBLE,0.85,1,settle,86,86,175.36655644501698,0.20391460051746155,-1.0025,0.4418604651162791,78.88021234640019,1.364435902836694,0.03798355016329691,-0.1625480276095031,0.1953817037703901,0.6045267147705572,0.8518,0.07109023415296674,94.48246553592605,185.391556445017,"{"".15-.35"": 77.5064065800639, "".35-.65"": 36.09507421999522, "".65-.85"": -18.868584688035032, "".85-1"": 3.026492500825089, ""0-.15"": 77.60716783216785}"
REG_WEEKS_14_18_CONFIRMATION,tweak_process_uncertainty_scaled,DQ2_TWEAK_PRICE_AWARE,0.6,1,settle,76,76,51.86323169453037,0.06824109433490838,-1.0025,0.4605263157894737,97.61677215189874,1.1261802364686586,0.021511874903732905,-0.22640494568154734,0.06611029575036648,0.3811588081922544,0.6598,0.04054126218668994,16.433686239984908,61.88823169453037,"{"".15-.35"": 155.06581956135932, "".35-.65"": -29.39496108577601, "".65-.85"": -6.771603815254697, "".85-1"": 3.138977034201752, ""0-.15"": -70.17499999999998}"
POSTSEASON_FINAL_AUDIT,tweak_process_uncertainty_scaled,DQ2_TWEAK_PRICE_AWARE,0.6,1,settle,12,12,-39.842159295479966,-0.33201799412899974,-1.0025,0.4166666666666667,41.58186517783291,0.43224568157492027,-0.07374658464542398,-0.7655718954248364,-0.3275377073906485,0.137469935451433,0.0846,0.09974346209936193,-49.047928526249194,-29.817159295479968,"{"".15-.35"": -30.074999999999996, "".35-.65"": -11.506865177832912, "".65-.85"": 1.7397058823529417}"
CONFIRMATION_PLUS_FINAL,tweak_process_uncertainty_scaled,DQ2_TWEAK_PRICE_AWARE,0.6,1,settle,88,88,12.02107239905041,0.01366030954437545,-1.0025,0.45454545454545453,98.05127309449563,1.0249814472133216,0.008522084965211512,-0.25056552796948917,0.01257438302625597,0.29919354688128724,0.5336,0.036359584637591,-23.40847305549505,22.04607239905041,"{"".15-.35"": 124.99081956135932, "".35-.65"": -40.901826263608925, "".65-.85"": -5.031897932901756, "".85-1"": 3.138977034201752, ""0-.15"": -70.17499999999998}"
REG_WEEKS_14_18_CONFIRMATION,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.8,-1,settle,46,46,73.95118416185306,0.1607634438301153,-1.0025,0.2608695652173913,142.93155737704924,1.2169610801286581,-0.014784356643597703,-0.53873384609856,0.12537442926777764,1.0701155532944004,0.6242,0.2072936163534359,-82.69048250481362,83.97618416185307,"{"".15-.35"": 106.3985930735931, "".35-.65"": -40.05271194204309, "".65-.85"": -10.024999999999999, "".85-1"": 1.3386363636363647, ""0-.15"": 16.291666666666707}"
POSTSEASON_FINAL_AUDIT,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.8,-1,settle,7,7,-16.177805049088352,-0.2311115007012622,-1.0025,0.2857142857142857,38.41086956521738,0.6772507720880128,-0.05628644515575217,-1.0024999999999997,-0.23111150070126218,0.7005655179322781,0.2958,0.2644520525378284,-38.41086956521738,-6.152805049088354,"{"".15-.35"": 22.233064516129033, "".35-.65"": -28.385869565217387, ""0-.15"": -10.024999999999999}"
CONFIRMATION_PLUS_FINAL,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.8,-1,settle,53,53,57.77337911276474,0.10900637568446167,-1.0025,0.2641509433962264,142.93155737704924,1.1477674508926783,-0.02026576456029735,-0.5081244953334969,0.07741487729136257,0.9203758076935712,0.586,0.1865396040683912,-98.86828755390195,67.79837911276474,"{"".15-.35"": 128.63165758972212, "".35-.65"": -68.43858150726048, "".65-.85"": -10.024999999999999, "".85-1"": 1.3386363636363647, ""0-.15"": 6.266666666666708}"
REG_WEEKS_14_18_CONFIRMATION,tweak_process_epa_ensemble,DQ2_TWEAK_ENSEMBLE,0.8,1,settle,74,74,116.33504612871869,0.15720952179556572,0.055730683090705446,0.5135135135135135,62.61649772263516,1.3223470383173146,0.04081583773722777,-0.1931816077343892,0.14817964654382515,0.564276958352607,0.7936,0.10735143508863831,26.36004612871868,126.3600461287187,"{"".15-.35"": -5.076981639050569, "".35-.65"": 24.624492174492197, "".65-.85"": -6.007843869527598, "".85-1"": 6.30371279613796, ""0-.15"": 96.49166666666667}"
POSTSEASON_FINAL_AUDIT,tweak_process_epa_ensemble,DQ2_TWEAK_ENSEMBLE,0.8,1,settle,12,12,-38.204601208073264,-0.3183716767339439,-1.0025,0.3333333333333333,45.22462686567164,0.5236334013955951,-0.1250084967212579,-0.8481790123456789,-0.32825356953992585,0.3436408413209429,0.132,0.18194682235120244,-60.4376657242023,-28.179601208073265,"{"".15-.35"": -17.86693548387096, "".35-.65"": -15.213038858530659, "".65-.85"": 4.9003731343283565, "".85-1"": -10.024999999999999}"
CONFIRMATION_PLUS_FINAL,tweak_process_epa_ensemble,DQ2_TWEAK_ENSEMBLE,0.8,1,settle,86,86,78.13044492064537,0.09084935455889,-1.0025,0.4883720930232558,62.61649772263516,1.1771263770588198,0.017677558510462328,-0.22060205937960578,0.07785747310865143,0.46014548906546776,0.678,0.09369170838630957,-11.844555079354635,88.15544492064538,"{"".15-.35"": -22.94391712292153, "".35-.65"": 9.411453315961538, "".65-.85"": -1.1074707351992412, "".85-1"": -3.7212872038620386, ""0-.15"": 96.49166666666667}"
REG_WEEKS_14_18_CONFIRMATION,tweak_outcome_remaining_time_scaled,DQ2_TWEAK_TIME_AWARE,0.9,-1,settle,67,67,192.8192280289763,0.28778989258056153,0.072768817204301,0.5970149253731343,57.621974439227984,1.7123643780510809,0.05769809121924819,-0.05919769223315974,0.285404186266735,0.6780735065121232,0.9482,0.0664676855808491,144.02069861721162,202.84422802897632,"{"".15-.35"": 250.90918003565065, "".35-.65"": -54.7888961806974, "".65-.85"": 9.37954123760715, "".85-1"": 7.369402936415886, ""0-.15"": -20.049999999999997}"
POSTSEASON_FINAL_AUDIT,tweak_outcome_remaining_time_scaled,DQ2_TWEAK_TIME_AWARE,0.9,-1,settle,11,11,24.21589503287729,0.22014450029888447,0.33083333333333326,0.6363636363636364,20.049999999999997,1.603887656680232,0.055721555114440637,-0.3963429548982481,0.21575275677670616,0.846421075467479,0.743,0.21292796953115745,1.9828305167482583,34.24089503287729,"{"".15-.35"": 22.233064516129033, "".35-.65"": 2.329871175523351, "".65-.85"": -1.8162935323383094, "".85-1"": 1.4692528735632178}"
CONFIRMATION_PLUS_FINAL,tweak_outcome_remaining_time_scaled,DQ2_TWEAK_TIME_AWARE,0.9,-1,settle,78,78,217.03512306185357,0.2782501577716071,0.10916007905138342,0.6025641025641025,57.621974439227984,1.6983673817451652,0.05741934894805738,-0.02273449960730251,0.2738162325306055,0.612044910068367,0.9616,0.05819150384351064,168.23659365008888,227.06012306185357,"{"".15-.35"": 273.1422445517797, "".35-.65"": -52.45902500517405, "".65-.85"": 7.563247705268841, "".85-1"": 8.838655809979105, ""0-.15"": -20.049999999999997}"
REG_WEEKS_14_18_CONFIRMATION,tweak_market_uncertainty_scaled,DQ2_TWEAK_PRICE_AWARE,0.85,-1,30m,77,50,5.590638761962826,0.007260569820730947,-0.0025,0.4805194805194805,37.03979336628815,1.045524712774248,0.008088760124938,-0.09481609536128877,0.004346419354414231,0.11233186695982182,0.533,0.0905137906831355,-13.432062694910503,18.06240746944582,"{"".15-.35"": 27.328680087218984, "".35-.65"": -11.056021869152115, "".65-.85"": -10.537740752759088, "".85-1"": -0.14427870334495663}"
POSTSEASON_FINAL_AUDIT,tweak_market_uncertainty_scaled,DQ2_TWEAK_PRICE_AWARE,0.85,-1,30m,12,8,-22.108868656773147,-0.18424057213977618,-0.2380510752688172,0.4166666666666667,19.754291091481296,0.21788151282486298,-0.06313482536163433,-0.292764597162763,-0.18327009294041216,-0.02807822122194239,0.0126,0.34641997945302916,-24.328766615956816,-12.365118656773145,"{"".15-.35"": -9.993749999999999, "".35-.65"": -12.904279495933984, "".65-.85"": 0.7891608391608396}"
CONFIRMATION_PLUS_FINAL,tweak_market_uncertainty_scaled,DQ2_TWEAK_PRICE_AWARE,0.85,-1,30m,89,58,-16.518229894810318,-0.018559808870573385,-0.029527027027027083,0.47191011235955055,37.03979336628815,0.8906601809374151,-0.001514419940667259,-0.10729697243103406,-0.018732855272765324,0.07628718456784767,0.345,0.07982985852173133,-35.54093135168365,-4.046461187327326,"{"".15-.35"": 17.334930087218986, "".35-.65"": -23.9603013650861, "".65-.85"": -9.748579913598249, "".85-1"": -0.14427870334495663}"
REG_WEEKS_14_18_CONFIRMATION,tweak_process_outcome_epa_ensemble,DQ2_TWEAK_ENSEMBLE,0.6,1,settle,78,78,61.9230420211607,0.07938851541174453,-1.0025,0.44871794871794873,88.76981476955521,1.1436479545813627,0.014062737478764912,-0.24434304692908393,0.06942320815380235,0.4277034554078814,0.6694,0.07239479335611329,-4.975034901916217,71.94804202116069,"{"".15-.35"": 96.9501223414267, "".35-.65"": 7.32153727926049, "".65-.85"": -21.10031917342848, "".85-1"": 2.0786246508250965, ""0-.15"": -23.326923076923073}"
POSTSEASON_FINAL_AUDIT,tweak_process_outcome_epa_ensemble,DQ2_TWEAK_ENSEMBLE,0.6,1,settle,12,12,-1.9229702811030052,-0.016024752342525057,-0.46486559139784944,0.5,48.43586956521739,0.9680304192667829,0.04971168667931544,-0.6039902848519146,-0.024057516980857837,0.5689507686284943,0.4726,0.1376178259614133,-18.21375975478722,8.102029718896993,"{"".15-.35"": -30.074999999999996, "".35-.65"": 27.42434154685398, "".85-1"": 0.7276881720430101}"
CONFIRMATION_PLUS_FINAL,tweak_process_outcome_epa_ensemble,DQ2_TWEAK_ENSEMBLE,0.6,1,settle,90,90,60.00007174005771,0.06666674637784192,-1.0025,0.45555555555555555,88.76981476955521,1.1221437665836589,0.018815930705504993,-0.22997797984141027,0.05849299367599761,0.39750836495004044,0.651,0.06417389066069192,-6.898005183019201,70.02507174005771,"{"".15-.35"": 66.8751223414267, "".35-.65"": 34.74587882611447, "".65-.85"": -21.10031917342848, "".85-1"": 2.8063128228681067, ""0-.15"": -23.326923076923073}"
REG_WEEKS_14_18_CONFIRMATION,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.85,1,5m,74,35,1.1746502431251469,0.001587365193412358,-0.01566017316017315,0.3783783783783784,12.01522966554234,1.0395401224976966,0.013230840754437067,-0.03170190325248086,0.0013347850033584882,0.03729079413932826,0.5306,0.10336902957665672,-4.1292517532450885,6.446619940094844,"{"".15-.35"": 5.303901996370236, "".35-.65"": -2.863375716012974, "".65-.85"": 2.5376749713086, "".85-1"": -3.803551008540715}"
POSTSEASON_FINAL_AUDIT,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.85,1,5m,13,5,-7.0015909886936365,-0.05385839222072027,-0.05334745762711851,0.23076923076923078,7.1194481315507785,0.1874740160296426,-0.023885112300336558,-0.10579253159024711,-0.053858392220720266,-0.00505929245749491,0.0242,0.4456177317748306,-7.80992432202697,-3.161142560460907,"{"".35-.65"": -1.3865048793014874, "".65-.85"": -2.65916149068323, "".85-1"": -2.9559246187089174}"
CONFIRMATION_PLUS_FINAL,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.85,1,5m,87,40,-5.826940745568488,-0.006697633040883322,-0.016785714285714345,0.3563218390804598,12.36920339320697,0.8479592902412472,0.007684778803723769,-0.036403459298852095,-0.006785996765082857,0.02623786320201048,0.3356,0.08850366169114832,-11.130842741938723,-0.5549710485987909,"{"".15-.35"": 5.303901996370236, "".35-.65"": -4.249880595314461, "".65-.85"": -0.12148651937462984, "".85-1"": -6.759475627249632}"
REG_WEEKS_14_18_CONFIRMATION,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.7,-1,30m,76,53,13.67662710264688,0.01799556197716696,-0.2025,0.3026315789473684,76.26708959020401,1.0653483419967018,-0.0074057572621747435,-0.2212901937387939,-0.0034348121368052145,0.3786168422584084,0.4908,0.2767350845713868,-94.5511506751309,23.530548671274342,"{"".15-.35"": -1.944477353078026, "".35-.65"": -29.586275148502576, "".65-.85"": -6.169512195121952, "".85-1"": 0.5431818181818188, ""0-.15"": 50.833709981167615}"
POSTSEASON_FINAL_AUDIT,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.7,-1,30m,12,7,-13.210934804599496,-0.11009112337166248,-0.08728513356562134,0.3333333333333333,12.101026970498115,0.4125814840254816,-0.03231877995758735,-0.26199029843601046,-0.11018695057854566,0.012553485162180808,0.046,0.3613988308668127,-16.269975522335866,-6.225450933631755,"{"".15-.35"": -8.229121863799282, "".35-.65"": -8.14609865508593, ""0-.15"": 3.164285714285715}"
CONFIRMATION_PLUS_FINAL,tweak_outcome_epa_agreement,DQ2_TWEAK_AGREEMENT,0.7,-1,30m,88,60,0.46569229804737233,0.0005291957932356665,-0.1867741935483871,0.3068181818181818,76.26708959020401,1.002009218150997,-0.010802987629731009,-0.21093016719233057,-0.014149280759120303,0.30741836360208064,0.4586,0.26370195874700014,-107.76208547973039,10.319613866674853,"{"".15-.35"": -10.173599216877307, "".35-.65"": -37.73237380358851, "".65-.85"": -6.169512195121952, "".85-1"": 0.5431818181818188, ""0-.15"": 53.997995695453334}"
