period,signal_id,family,threshold_quantile,threshold,orientation,horizon,trades,games,pnl,mean_return,median_return,win_rate,max_drawdown,profit_factor,mean_fair_markout,median_weekly_score,mean_weekly_score,mean_weekly_pnl,positive_weeks,weeks
REG_WEEKS_14_18_CONFIRMATION,dq2_market_hgb_15m_l31_r20,DQ2_MARKET_HGB,0.7,0.04150177789496825,1,settle,69,69,2.8591357705425438,0.004143675029771771,-1.0025,0.43478260869565216,91.9541124736777,1.0073128352721854,0.0017127522370019384,9.074588107900663,-24.341522901632853,0.571827154108503,3,5
REG_WEEKS_14_18_CONFIRMATION,dq2_market_elastic_15m_a0.001_l0.5,DQ2_MARKET_ELASTIC,0.85,0.04091035419988904,-1,settle,1,1,1.3386363636363647,0.13386363636363646,0.13386363636363646,1.0,0.0,,0.12497303423966533,0.0,0.2677272727272729,0.2677272727272729,1,5
REG_WEEKS_14_18_CONFIRMATION,dq2_outcome_elastic_a0.01_l0.5_process_ewm5,DQ2_EPA_ELASTIC,0.95,1.0485626365786336,1,30m,114,65,-1.3359369409761426,-0.0011718745096281776,-0.028815789473684128,0.42105263157894735,67.55559864907015,0.9920638589382809,-0.0020779779656851043,-17.89916112614428,-10.880346713572377,-0.2671873881952237,1,5
REG_WEEKS_14_18_CONFIRMATION,prior_sq_process_adjustment_ewm5,PRIOR_SQ_EPA,0.8,0.628218750930896,-1,30m,199,69,29.302640765558255,0.014724945108320736,-0.0867105263157894,0.4371859296482412,105.01969445614176,1.066795427880941,0.011685746150651807,10.850210295424766,-18.382140261682572,5.8605281531116455,3,5
REG_WEEKS_14_18_CONFIRMATION,p11_cvw1_k0_c0.055_telapsed_sqrt,P11_V2_GRID,0.6,3.740202963619133,-1,30m,125,63,-92.38459287932693,-0.07390767430346155,-0.027191358024691355,0.368,107.23063470352962,0.4124934143166748,-0.029760051580820616,-26.600646925023547,-30.425844607340036,-18.47691857586538,1,5
REG_WEEKS_14_18_CONFIRMATION,dq2_outcome_ridge_a0.1_process_ewm5,DQ2_EPA_RIDGE,0.95,1.062507381292802,1,30m,114,65,-13.934974575267299,-0.012223661908129197,-0.03787245110278825,0.40350877192982454,71.27384867576066,0.9183983535874763,-0.005780384775157013,-19.00808969757285,-13.722497056054625,-2.786994915053455,1,5
REG_WEEKS_14_18_CONFIRMATION,dq2_winprob_market_plus_dq_c10,DQ2_WINPROB_RESIDUAL,0.7,0.18639673359476663,-1,30m,26,19,-28.998542607566954,-0.11153285618294985,-0.12200549450549464,0.46153846153846156,32.74165854959595,0.5409984804501644,-0.01503134425108579,-14.435411577022174,-10.969964270742382,-5.799708521513391,1,5
REG_WEEKS_14_18_CONFIRMATION,prior_sq_adjustment_ewm20,PRIOR_SQ_EPA,0.85,0.027810652638093077,-1,15m,409,77,-114.220610650272,-0.02792679966999315,-0.04096153846153855,0.38875305623471884,120.8522633332515,0.816418073757657,0.0031116845930226266,-44.92386430585847,-49.04243182688414,-22.844122130054398,1,5
REG_WEEKS_14_18_CONFIRMATION,baseline_cumulative_epa,BASELINE,0.8,14.412759758532049,-1,30m,42,28,30.83310761181606,0.07341216098051451,-0.2506481481481482,0.3333333333333333,52.596747949825925,1.2171379025360691,0.020592452418735037,-17.84598560354374,-5.48301748052477,6.16662152236321,2,5
REG_WEEKS_14_18_CONFIRMATION,p11_v2_exact,P11_V2_EXACT,0.6,0.3359957097075061,-1,settle,66,66,-59.8742148273735,-0.09071850731420229,0.06704930221917177,0.6363636363636364,112.48670221404754,0.7511462392877244,-0.03336807598129561,-7.702026285873837,-29.560056768143085,-11.974842965474704,3,5
